domain_family,instantiation,detector_family,config_id,split_id,unit_scope,n_control_units_cal,n_event_units_cal,selection_rank,selected_flag,param_json,notes,fp_cal,accepted,acceptance_reason,n_control_alarm_units,n_event_alarm_units,fp_grid_step,near_accept_flag,distance_to_band,median_lead_cal,iqr_lead_cal_low,iqr_lead_cal_high
markets,volmageddon_covid_public,ac1_ews,ac1_ews__43c0ca34,markets_grouped_leave_one_unit_out_aggregate,unit_id,6,2,,0,"{""W"": 64, ""k_consec"": 5, ""threshold_quantile"": 0.995}","input_csv present: results/rendered/comparators/markets_comparator_input_v1.csv; unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,0,"unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,,0.16666666666666666,0,,,,
markets,volmageddon_covid_public,ac1_ews,ac1_ews__50ee2f36,markets_grouped_leave_one_unit_out_aggregate,unit_id,6,2,,0,"{""W"": 128, ""k_consec"": 5, ""threshold_quantile"": 0.975}","input_csv present: results/rendered/comparators/markets_comparator_input_v1.csv; unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,0,"unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,,0.16666666666666666,0,,,,
markets,volmageddon_covid_public,ac1_ews,ac1_ews__511d5c7f,markets_grouped_leave_one_unit_out_aggregate,unit_id,6,2,,0,"{""W"": 128, ""k_consec"": 10, ""threshold_quantile"": 0.95}","input_csv present: results/rendered/comparators/markets_comparator_input_v1.csv; unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,0,"unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,,0.16666666666666666,0,,,,
markets,volmageddon_covid_public,ac1_ews,ac1_ews__57ee500d,markets_grouped_leave_one_unit_out_aggregate,unit_id,6,2,,0,"{""W"": 32, ""k_consec"": 1, ""threshold_quantile"": 0.99}","input_csv present: results/rendered/comparators/markets_comparator_input_v1.csv; unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,0,"unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,,0.16666666666666666,0,,,,
markets,volmageddon_covid_public,ac1_ews,ac1_ews__58194e23,markets_grouped_leave_one_unit_out_aggregate,unit_id,6,2,,0,"{""W"": 32, ""k_consec"": 3, ""threshold_quantile"": 0.95}","input_csv present: results/rendered/comparators/markets_comparator_input_v1.csv; unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,0,"unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,,0.16666666666666666,0,,,,
markets,volmageddon_covid_public,ac1_ews,ac1_ews__5ec9c517,markets_grouped_leave_one_unit_out_aggregate,unit_id,6,2,,0,"{""W"": 256, ""k_consec"": 5, ""threshold_quantile"": 0.975}","input_csv present: results/rendered/comparators/markets_comparator_input_v1.csv; unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,0,"unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,,0.16666666666666666,0,,,,
markets,volmageddon_covid_public,ac1_ews,ac1_ews__6096c6e9,markets_grouped_leave_one_unit_out_aggregate,unit_id,6,2,,0,"{""W"": 32, ""k_consec"": 5, ""threshold_quantile"": 0.9}","input_csv present: results/rendered/comparators/markets_comparator_input_v1.csv; unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,0,"unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,,0.16666666666666666,0,,,,
markets,volmageddon_covid_public,ac1_ews,ac1_ews__62c0f28f,markets_grouped_leave_one_unit_out_aggregate,unit_id,6,2,,0,"{""W"": 256, ""k_consec"": 1, ""threshold_quantile"": 0.9}","input_csv present: results/rendered/comparators/markets_comparator_input_v1.csv; unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,0,"unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,,0.16666666666666666,0,,,,
markets,volmageddon_covid_public,ac1_ews,ac1_ews__632f23b2,markets_grouped_leave_one_unit_out_aggregate,unit_id,6,2,,0,"{""W"": 128, ""k_consec"": 10, ""threshold_quantile"": 0.995}","input_csv present: results/rendered/comparators/markets_comparator_input_v1.csv; unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,0,"unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,,0.16666666666666666,0,,,,
markets,volmageddon_covid_public,ac1_ews,ac1_ews__64c76bf1,markets_grouped_leave_one_unit_out_aggregate,unit_id,6,2,,0,"{""W"": 64, ""k_consec"": 5, ""threshold_quantile"": 0.99}","input_csv present: results/rendered/comparators/markets_comparator_input_v1.csv; unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,0,"unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,,0.16666666666666666,0,,,,
markets,volmageddon_covid_public,ac1_ews,ac1_ews__669ce89a,markets_grouped_leave_one_unit_out_aggregate,unit_id,6,2,,0,"{""W"": 64, ""k_consec"": 10, ""threshold_quantile"": 0.975}","input_csv present: results/rendered/comparators/markets_comparator_input_v1.csv; unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,0,"unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,,0.16666666666666666,0,,,,
markets,volmageddon_covid_public,ac1_ews,ac1_ews__6d18df82,markets_grouped_leave_one_unit_out_aggregate,unit_id,6,2,,0,"{""W"": 128, ""k_consec"": 3, ""threshold_quantile"": 0.975}","input_csv present: results/rendered/comparators/markets_comparator_input_v1.csv; unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,0,"unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,,0.16666666666666666,0,,,,
markets,volmageddon_covid_public,ac1_ews,ac1_ews__73a815d6,markets_grouped_leave_one_unit_out_aggregate,unit_id,6,2,,0,"{""W"": 128, ""k_consec"": 5, ""threshold_quantile"": 0.95}","input_csv present: results/rendered/comparators/markets_comparator_input_v1.csv; unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,0,"unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,,0.16666666666666666,0,,,,
markets,volmageddon_covid_public,ac1_ews,ac1_ews__767a5614,markets_grouped_leave_one_unit_out_aggregate,unit_id,6,2,,0,"{""W"": 128, ""k_consec"": 1, ""threshold_quantile"": 0.995}","input_csv present: results/rendered/comparators/markets_comparator_input_v1.csv; unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,0,"unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,,0.16666666666666666,0,,,,
markets,volmageddon_covid_public,ac1_ews,ac1_ews__772a67b6,markets_grouped_leave_one_unit_out_aggregate,unit_id,6,2,,0,"{""W"": 128, ""k_consec"": 1, ""threshold_quantile"": 0.9}","input_csv present: results/rendered/comparators/markets_comparator_input_v1.csv; unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,0,"unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,,0.16666666666666666,0,,,,
markets,volmageddon_covid_public,ac1_ews,ac1_ews__7bd85ab0,markets_grouped_leave_one_unit_out_aggregate,unit_id,6,2,,0,"{""W"": 64, ""k_consec"": 10, ""threshold_quantile"": 0.95}","input_csv present: results/rendered/comparators/markets_comparator_input_v1.csv; unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,0,"unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,,0.16666666666666666,0,,,,
markets,volmageddon_covid_public,ac1_ews,ac1_ews__7fb3b876,markets_grouped_leave_one_unit_out_aggregate,unit_id,6,2,,0,"{""W"": 64, ""k_consec"": 5, ""threshold_quantile"": 0.9}","input_csv present: results/rendered/comparators/markets_comparator_input_v1.csv; unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,0,"unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,,0.16666666666666666,0,,,,
markets,volmageddon_covid_public,ac1_ews,ac1_ews__80445f76,markets_grouped_leave_one_unit_out_aggregate,unit_id,6,2,,0,"{""W"": 128, ""k_consec"": 3, ""threshold_quantile"": 0.95}","input_csv present: results/rendered/comparators/markets_comparator_input_v1.csv; unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,0,"unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,,0.16666666666666666,0,,,,
markets,volmageddon_covid_public,ac1_ews,ac1_ews__80bc0069,markets_grouped_leave_one_unit_out_aggregate,unit_id,6,2,,0,"{""W"": 256, ""k_consec"": 10, ""threshold_quantile"": 0.995}","input_csv present: results/rendered/comparators/markets_comparator_input_v1.csv; unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,0,"unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,,0.16666666666666666,0,,,,
markets,volmageddon_covid_public,ac1_ews,ac1_ews__82e1fddf,markets_grouped_leave_one_unit_out_aggregate,unit_id,6,2,,0,"{""W"": 128, ""k_consec"": 10, ""threshold_quantile"": 0.975}","input_csv present: results/rendered/comparators/markets_comparator_input_v1.csv; unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,0,"unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,,0.16666666666666666,0,,,,
markets,volmageddon_covid_public,ac1_ews,ac1_ews__8304b403,markets_grouped_leave_one_unit_out_aggregate,unit_id,6,2,,0,"{""W"": 32, ""k_consec"": 3, ""threshold_quantile"": 0.99}","input_csv present: results/rendered/comparators/markets_comparator_input_v1.csv; unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,0,"unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,,0.16666666666666666,0,,,,
markets,volmageddon_covid_public,ac1_ews,ac1_ews__85d123f3,markets_grouped_leave_one_unit_out_aggregate,unit_id,6,2,,0,"{""W"": 32, ""k_consec"": 10, ""threshold_quantile"": 0.975}","input_csv present: results/rendered/comparators/markets_comparator_input_v1.csv; unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,0,"unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,,0.16666666666666666,0,,,,
markets,volmageddon_covid_public,ac1_ews,ac1_ews__94c05c00,markets_grouped_leave_one_unit_out_aggregate,unit_id,6,2,,0,"{""W"": 256, ""k_consec"": 3, ""threshold_quantile"": 0.9}","input_csv present: results/rendered/comparators/markets_comparator_input_v1.csv; unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,0,"unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,,0.16666666666666666,0,,,,
markets,volmageddon_covid_public,ac1_ews,ac1_ews__95882806,markets_grouped_leave_one_unit_out_aggregate,unit_id,6,2,,0,"{""W"": 32, ""k_consec"": 5, ""threshold_quantile"": 0.95}","input_csv present: results/rendered/comparators/markets_comparator_input_v1.csv; unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,0,"unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,,0.16666666666666666,0,,,,
markets,volmageddon_covid_public,ac1_ews,ac1_ews__973eeab2,markets_grouped_leave_one_unit_out_aggregate,unit_id,6,2,,0,"{""W"": 256, ""k_consec"": 3, ""threshold_quantile"": 0.995}","input_csv present: results/rendered/comparators/markets_comparator_input_v1.csv; unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,0,"unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,,0.16666666666666666,0,,,,
markets,volmageddon_covid_public,ac1_ews,ac1_ews__9790159b,markets_grouped_leave_one_unit_out_aggregate,unit_id,6,2,,0,"{""W"": 32, ""k_consec"": 1, ""threshold_quantile"": 0.95}","input_csv present: results/rendered/comparators/markets_comparator_input_v1.csv; unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,0,"unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,,0.16666666666666666,0,,,,
markets,volmageddon_covid_public,ac1_ews,ac1_ews__97f664ac,markets_grouped_leave_one_unit_out_aggregate,unit_id,6,2,,0,"{""W"": 64, ""k_consec"": 1, ""threshold_quantile"": 0.975}","input_csv present: results/rendered/comparators/markets_comparator_input_v1.csv; unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,0,"unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,,0.16666666666666666,0,,,,
markets,volmageddon_covid_public,ac1_ews,ac1_ews__9c26b0a8,markets_grouped_leave_one_unit_out_aggregate,unit_id,6,2,,0,"{""W"": 32, ""k_consec"": 1, ""threshold_quantile"": 0.9}","input_csv present: results/rendered/comparators/markets_comparator_input_v1.csv; unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,0,"unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,,0.16666666666666666,0,,,,
markets,volmageddon_covid_public,ac1_ews,ac1_ews__9e7f0394,markets_grouped_leave_one_unit_out_aggregate,unit_id,6,2,,0,"{""W"": 64, ""k_consec"": 10, ""threshold_quantile"": 0.9}","input_csv present: results/rendered/comparators/markets_comparator_input_v1.csv; unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,0,"unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,,0.16666666666666666,0,,,,
markets,volmageddon_covid_public,ac1_ews,ac1_ews__9f0633c2,markets_grouped_leave_one_unit_out_aggregate,unit_id,6,2,,0,"{""W"": 32, ""k_consec"": 10, ""threshold_quantile"": 0.995}","input_csv present: results/rendered/comparators/markets_comparator_input_v1.csv; unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,0,"unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,,0.16666666666666666,0,,,,
markets,volmageddon_covid_public,ac1_ews,ac1_ews__a1a4113d,markets_grouped_leave_one_unit_out_aggregate,unit_id,6,2,,0,"{""W"": 64, ""k_consec"": 10, ""threshold_quantile"": 0.99}","input_csv present: results/rendered/comparators/markets_comparator_input_v1.csv; unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,0,"unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,,0.16666666666666666,0,,,,
markets,volmageddon_covid_public,ac1_ews,ac1_ews__a42e14d8,markets_grouped_leave_one_unit_out_aggregate,unit_id,6,2,,0,"{""W"": 64, ""k_consec"": 1, ""threshold_quantile"": 0.9}","input_csv present: results/rendered/comparators/markets_comparator_input_v1.csv; unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,0,"unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,,0.16666666666666666,0,,,,
markets,volmageddon_covid_public,ac1_ews,ac1_ews__a457d77c,markets_grouped_leave_one_unit_out_aggregate,unit_id,6,2,,0,"{""W"": 128, ""k_consec"": 3, ""threshold_quantile"": 0.9}","input_csv present: results/rendered/comparators/markets_comparator_input_v1.csv; unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,0,"unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,,0.16666666666666666,0,,,,
markets,volmageddon_covid_public,ac1_ews,ac1_ews__a652581f,markets_grouped_leave_one_unit_out_aggregate,unit_id,6,2,,0,"{""W"": 64, ""k_consec"": 3, ""threshold_quantile"": 0.95}","input_csv present: results/rendered/comparators/markets_comparator_input_v1.csv; unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,0,"unreachable_fp_band:n_control_units=6;acceptance_band=[0.03, 0.07]",,,0.16666666666666666,0,,,,
